#MJD,flux_lag_1,flux_lag_2,flux_lag_3,flux_rolling_mean_3,flux_rolling_std_3,index_lag_1,index_lag_2,index_lag_3,index_rolling_mean_3,index_rolling_std_3
55393.49998842592,-6.928117992693875,-7.123205023799299,-6.931814138253839,-7.09,0.15,3.79,2.93,3.94,3.05,0.69
55421.49998842592,-7.218963061378868,-6.928117992693875,-7.123205023799299,-7.09,0.15,2.42,3.79,2.93,2.94,0.74
55428.49998842592,-7.123782159408358,-7.218963061378868,-6.928117992693875,-7.14,0.08,2.61,2.42,3.79,2.51,0.1
55449.49998842592,-7.066512712151295,-7.123782159408358,-7.218963061378868,-7.14,0.09,2.49,2.61,2.42,2.35,0.35
55456.49998842592,-7.239577516576788,-7.066512712151295,-7.123782159408358,-6.97,0.33,1.95,2.49,2.61,2.17,0.29
55463.49998842592,-6.603800652904264,-7.239577516576788,-7.066512712151295,-6.71,0.48,2.06,1.95,2.49,1.95,0.11
55470.49998842592,-6.291579099865287,-6.603800652904264,-7.239577516576788,-6.6,0.3,1.84,2.06,1.95,2.0,0.14
55477.49998842592,-6.896196279044043,-6.291579099865287,-6.603800652904264,-6.67,0.33,2.1,1.84,2.06,2.15,0.34
55491.49998842592,-6.823908740944319,-6.896196279044043,-6.291579099865287,-6.86,0.04,2.51,2.1,1.84,2.63,0.6
55547.49998842592,-6.847711655616943,-6.823908740944319,-6.896196279044043,-6.83,0.01,3.29,2.51,2.1,3.21,0.67
55589.49998842592,-6.8297382846050425,-6.847711655616943,-6.823908740944319,-6.95,0.2,3.84,3.29,2.51,3.24,0.63
55673.49998842592,-7.18111458540599,-6.8297382846050425,-6.847711655616943,-7.08,0.22,2.59,3.84,3.29,3.12,0.65
55813.49998842592,-7.220403508742176,-7.18111458540599,-6.8297382846050425,-7.06,0.25,2.93,2.59,3.84,2.91,0.31
55855.49998842592,-6.777283528852417,-7.220403508742176,-7.18111458540599,-6.93,0.25,3.21,2.93,2.59,3.09,0.14
55883.49998842592,-6.795880017344075,-6.777283528852417,-7.220403508742176,-6.87,0.14,3.12,3.21,2.93,3.32,0.27
55911.49998842592,-7.034798298974088,-6.795880017344075,-6.777283528852417,-7.0,0.19,3.62,3.12,3.21,3.03,0.64
55918.49998842592,-7.1700533040583645,-7.034798298974088,-6.795880017344075,-6.94,0.3,2.35,3.62,3.12,2.88,0.66
55925.49998842592,-6.6020599913279625,-7.1700533040583645,-7.034798298974088,-6.97,0.32,2.68,2.35,3.62,2.28,0.44
55932.49998842592,-7.136677139879544,-6.6020599913279625,-7.1700533040583645,-6.97,0.32,1.81,2.68,2.35,2.35,0.47
55960.49998842592,-7.1605219526258015,-7.136677139879544,-6.6020599913279625,-7.06,0.16,2.55,1.81,2.68,2.08,0.41
55974.49998842592,-6.8696662315049934,-7.1605219526258015,-7.136677139879544,-7.0,0.15,1.88,2.55,1.81,2.4,0.46
55981.49998842592,-6.966576244513051,-6.8696662315049934,-7.1605219526258015,-6.93,0.05,2.77,1.88,2.55,2.65,0.71
55988.49998842592,-6.958607314841775,-6.966576244513051,-6.8696662315049934,-6.89,0.13,3.29,2.77,1.88,2.9,0.35
55995.49998842592,-6.7447274948966935,-6.958607314841775,-6.966576244513051,-6.97,0.23,2.63,3.29,2.77,2.87,0.36
56009.49998842592,-7.204815410317576,-6.7447274948966935,-6.958607314841775,-6.96,0.23,2.7,2.63,3.29,2.68,0.04
56016.49998842592,-6.939302159646388,-7.204815410317576,-6.7447274948966935,-7.14,0.18,2.71,2.7,2.63,2.46,0.42
56030.49998842592,-7.275724130399211,-6.939302159646388,-7.204815410317576,-7.1,0.17,1.97,2.71,2.7,2.26,0.39
56044.49998842592,-7.071092309756048,-7.275724130399211,-6.939302159646388,-7.14,0.11,2.11,1.97,2.71,2.23,0.34
56051.49998842592,-7.087777943467585,-7.071092309756048,-7.275724130399211,-7.08,0.01,2.61,2.11,1.97,2.42,0.27
56058.49998842592,-7.089909454405932,-7.087777943467585,-7.071092309756048,-7.1,0.01,2.55,2.61,2.11,2.79,0.37
56072.49998842592,-7.110698297493689,-7.089909454405932,-7.087777943467585,-6.99,0.19,3.22,2.55,2.61,3.07,0.47
56079.49998842592,-6.779891911959945,-7.110698297493689,-7.089909454405932,-7.05,0.25,3.45,3.22,2.55,2.86,0.84
56100.49998842592,-7.262807357295263,-6.779891911959945,-7.110698297493689,-7.1,0.27,1.9,3.45,3.22,2.58,0.79
56121.499976851854,-7.248720896016658,-7.262807357295263,-6.779891911959945,-7.11,0.25,2.4,1.9,3.45,2.98,1.46
56226.499976851854,-6.823908740944319,-7.248720896016658,-7.262807357295263,-7.01,0.22,4.65,2.4,1.9,3.44,1.13
56352.499976851854,-6.958607314841775,-6.823908740944319,-7.248720896016658,-6.93,0.09,3.27,4.65,2.4,3.43,1.15
56359.499976851854,-7.0034883278458215,-6.958607314841775,-6.823908740944319,-6.94,0.07,2.37,3.27,4.65,2.68,0.51
56373.499976851854,-6.872895201635193,-7.0034883278458215,-6.958607314841775,-6.99,0.11,2.39,2.37,3.27,2.5,0.21
56380.499976851854,-7.084072788302884,-6.872895201635193,-7.0034883278458215,-7.0,0.11,2.75,2.39,2.37,2.58,0.18
56415.499976851854,-7.056505484093897,-7.084072788302884,-6.872895201635193,-7.08,0.02,2.6,2.75,2.39,2.56,0.21
56429.499976851854,-7.087777943467585,-7.056505484093897,-7.084072788302884,-7.02,0.1,2.33,2.6,2.75,2.55,0.2
56471.499976851854,-6.906578314837765,-7.087777943467585,-7.056505484093897,-7.03,0.11,2.72,2.33,2.6,2.59,0.23
56478.499976851854,-7.106793246940152,-6.906578314837765,-7.087777943467585,-7.1,0.19,2.73,2.72,2.33,2.56,0.29
56492.499976851854,-7.289036881004725,-7.106793246940152,-6.906578314837765,-7.14,0.14,2.23,2.73,2.72,2.65,0.38
56506.499976851854,-7.014124642691606,-7.289036881004725,-7.106793246940152,-7.11,0.15,2.98,2.23,2.73,2.6,0.38
56513.499976851854,-7.033389013318065,-7.014124642691606,-7.289036881004725,-7.03,0.02,2.59,2.98,2.23,2.7,0.24
56520.499976851854,-7.049148541111453,-7.033389013318065,-7.014124642691606,-7.0,0.08,2.53,2.59,2.98,3.03,0.82
56527.499976851854,-6.906578314837765,-7.049148541111453,-7.033389013318065,-7.08,0.19,3.98,2.53,2.59,2.93,0.91
56541.499976851854,-7.29073003902417,-6.906578314837765,-7.049148541111453,-7.11,0.19,2.29,3.98,2.53,3.03,0.87
56562.499976851854,-7.146301788223826,-7.29073003902417,-6.906578314837765,-7.16,0.12,2.81,2.29,3.98,2.62,0.29
56653.499976851854,-7.041914151478915,-7.146301788223826,-7.29073003902417,-6.95,0.26,2.76,2.81,2.29,3.24,0.78
56674.499976851854,-6.657577319177793,-7.041914151478915,-7.146301788223826,-6.87,0.2,4.14,2.76,2.81,3.34,0.71
56709.499976851854,-6.924453038607469,-6.657577319177793,-7.041914151478915,-6.81,0.14,3.13,4.14,2.76,3.99,0.8
56716.499976851854,-6.838631997765025,-6.924453038607469,-6.657577319177793,-6.86,0.06,4.71,3.13,4.14,3.59,0.98
56723.499976851854,-6.815308569182402,-6.838631997765025,-6.924453038607469,-6.84,0.03,2.93,4.71,3.13,3.97,0.93
56737.499976851854,-6.872895201635193,-6.815308569182402,-6.838631997765025,-6.97,0.22,4.26,2.93,4.71,3.34,0.8
56975.499976851854,-7.223298816011589,-6.872895201635193,-6.815308569182402,-7.06,0.18,2.84,4.26,2.93,3.24,0.89
56982.499976851854,-7.0746879085003505,-7.223298816011589,-6.872895201635193,-7.12,0.09,2.63,2.84,4.26,2.64,0.19
57017.499976851854,-7.06198090252379,-7.0746879085003505,-7.223298816011589,-7.05,0.04,2.46,2.63,2.84,3.36,1.42
57059.499976851854,-7.002613615602686,-7.06198090252379,-7.0746879085003505,-7.05,0.04,5.0,2.46,2.63,3.54,1.31
57066.499976851854,-7.0762380391713,-7.002613615602686,-7.06198090252379,-7.06,0.05,3.15,5.0,2.46,4.07,0.93
57073.499976851854,-7.088842391260023,-7.0762380391713,-7.002613615602686,-7.05,0.06,4.05,3.15,5.0,3.45,0.52
57108.499976851854,-6.987162775294828,-7.088842391260023,-7.0762380391713,-7.03,0.05,3.14,4.05,3.15,3.04,1.07
57115.499976851854,-7.006563769502388,-6.987162775294828,-7.088842391260023,-7.06,0.11,1.92,3.14,4.05,2.35,0.69
57178.499976851854,-7.187755303199631,-7.006563769502388,-6.987162775294828,-7.11,0.09,1.98,1.92,3.14,2.32,0.64
57192.499976851854,-7.126679398184601,-7.187755303199631,-7.006563769502388,-7.15,0.03,3.06,1.98,1.92,2.58,0.55
57199.499976851854,-7.141462802430361,-7.126679398184601,-7.187755303199631,-7.12,0.03,2.7,3.06,1.98,2.71,0.35
57206.49996527778,-7.090979145788844,-7.141462802430361,-7.126679398184601,-6.98,0.24,2.36,2.7,3.06,2.6,0.21
57213.49996527778,-6.709965388637482,-7.090979145788844,-7.141462802430361,-6.88,0.19,2.74,2.36,2.7,2.47,0.24
57220.49996527778,-6.841637507904751,-6.709965388637482,-7.090979145788844,-6.8,0.08,2.31,2.74,2.36,2.39,0.32
57227.49996527778,-6.841637507904751,-6.841637507904751,-6.709965388637482,-6.78,0.11,2.12,2.31,2.74,2.21,0.1
57234.49996527778,-6.649751981665837,-6.841637507904751,-6.841637507904751,-6.79,0.13,2.21,2.12,2.31,2.38,0.38
57241.49996527778,-6.889410289700751,-6.649751981665837,-6.841637507904751,-6.79,0.13,2.81,2.21,2.12,2.54,0.31
57248.49996527778,-6.838631997765025,-6.889410289700751,-6.649751981665837,-6.82,0.08,2.61,2.81,2.21,2.56,0.27
57255.49996527778,-6.739928612014925,-6.838631997765025,-6.889410289700751,-6.79,0.05,2.27,2.61,2.81,2.41,0.18
57262.49996527778,-6.795880017344075,-6.739928612014925,-6.838631997765025,-6.78,0.04,2.36,2.27,2.61,2.37,0.11
57269.49996527778,-6.806875401645539,-6.795880017344075,-6.739928612014925,-6.84,0.08,2.49,2.36,2.27,2.28,0.26
57276.49996527778,-6.931814138253839,-6.806875401645539,-6.795880017344075,-6.93,0.13,1.99,2.49,2.36,2.31,0.28
57283.49996527778,-7.060980223551334,-6.931814138253839,-6.806875401645539,-7.08,0.15,2.45,1.99,2.49,2.19,0.23
57311.49996527778,-7.238824186844268,-7.060980223551334,-6.931814138253839,-7.11,0.11,2.14,2.45,1.99,3.2,1.57
57318.49996527778,-7.0400051616715835,-7.238824186844268,-7.060980223551334,-7.18,0.12,5.0,2.14,2.45,3.22,1.56
57339.49996527778,-7.266000713461613,-7.0400051616715835,-7.238824186844268,-7.02,0.26,2.51,5.0,2.14,3.41,1.38
57360.49996527778,-6.752026733638194,-7.266000713461613,-7.0400051616715835,-6.93,0.29,2.73,2.51,5.0,2.54,0.18
57367.49996527778,-6.761953896871205,-6.752026733638194,-7.266000713461613,-6.81,0.09,2.37,2.73,2.51,2.44,0.27
57374.49996527778,-6.906578314837765,-6.761953896871205,-6.752026733638194,-6.88,0.1,2.21,2.37,2.73,2.24,0.12
57381.49996527778,-6.958607314841775,-6.906578314837765,-6.761953896871205,-6.82,0.19,2.13,2.21,2.37,2.07,0.18
57388.49996527778,-6.607303046740334,-6.958607314841775,-6.906578314837765,-6.7,0.22,1.87,2.13,2.21,2.05,0.15
57395.49996527778,-6.543633966870957,-6.607303046740334,-6.958607314841775,-6.45,0.21,2.14,1.87,2.13,1.99,0.14
57402.49996527778,-6.211831628858833,-6.543633966870957,-6.607303046740334,-6.31,0.2,1.95,2.14,1.87,1.98,0.14
57409.49996527778,-6.18111458540599,-6.211831628858833,-6.543633966870957,-6.28,0.14,1.86,1.95,2.14,1.89,0.06
57416.49996527778,-6.444905551421681,-6.18111458540599,-6.211831628858833,-6.48,0.31,1.85,1.86,1.95,1.97,0.19
57423.49996527778,-6.801342913045577,-6.444905551421681,-6.18111458540599,-6.64,0.18,2.19,1.85,1.86,2.13,0.26
57430.49996527778,-6.681936665037238,-6.801342913045577,-6.444905551421681,-6.75,0.06,2.35,2.19,1.85,2.39,0.22
57437.49996527778,-6.767003889607846,-6.681936665037238,-6.801342913045577,-6.75,0.06,2.62,2.35,2.19,2.53,0.16
57444.49996527778,-6.795880017344075,-6.767003889607846,-6.681936665037238,-6.8,0.04,2.62,2.62,2.35,2.64,0.03
57451.49996527778,-6.847711655616943,-6.795880017344075,-6.767003889607846,-6.87,0.09,2.68,2.62,2.62,2.7,0.1
57465.49996527778,-6.962573502059376,-6.847711655616943,-6.795880017344075,-6.82,0.15,2.81,2.68,2.62,3.05,0.53
57472.49996527778,-6.663540266151471,-6.962573502059376,-6.847711655616943,-6.93,0.26,3.65,2.81,2.68,3.21,0.42
57486.49996527778,-7.17134010346468,-6.663540266151471,-6.962573502059376,-7.01,0.3,3.17,3.65,2.81,3.32,0.29
57493.49996527778,-7.184422251675732,-7.17134010346468,-6.663540266151471,-7.13,0.09,3.13,3.17,3.65,2.91,0.42
57514.49996527778,-7.022733787572707,-7.184422251675732,-7.17134010346468,-7.15,0.12,2.43,3.13,3.17,2.47,0.64
57521.49996527778,-7.249491605148654,-7.022733787572707,-7.184422251675732,-6.99,0.27,1.85,2.43,3.13,2.18,0.3
57528.49996527778,-6.709965388637482,-7.249491605148654,-7.022733787572707,-6.87,0.33,2.26,1.85,2.43,2.13,0.24
57535.49996527778,-6.636388020107856,-6.709965388637482,-7.249491605148654,-6.76,0.16,2.27,2.26,1.85,2.41,0.25
57542.49996527778,-6.939302159646388,-6.636388020107856,-6.709965388637482,-6.83,0.17,2.7,2.27,2.26,2.44,0.23
57549.49996527778,-6.920818753952375,-6.939302159646388,-6.636388020107856,-6.96,0.06,2.35,2.7,2.27,2.55,0.18
57563.49996527778,-7.024568191490737,-6.920818753952375,-6.939302159646388,-6.9,0.14,2.61,2.35,2.7,2.5,0.14
57570.49996527778,-6.7544873321858505,-7.024568191490737,-6.920818753952375,-6.94,0.16,2.55,2.61,2.35,2.52,0.11
57584.49996527778,-7.027334407733889,-6.7544873321858505,-7.024568191490737,-7.02,0.26,2.4,2.55,2.61,2.55,0.15
57619.49996527778,-7.283162276700476,-7.027334407733889,-6.7544873321858505,-6.98,0.34,2.7,2.4,2.55,3.31,1.32
57640.49996527778,-6.617982957425132,-7.283162276700476,-7.027334407733889,-7.0,0.34,4.83,2.7,2.4,4.18,1.28
57654.49996527778,-7.105683937315561,-6.617982957425132,-7.283162276700476,-6.94,0.28,5.0,4.83,2.7,4.09,1.43
57745.49996527778,-7.096910013008056,-7.105683937315561,-6.617982957425132,-7.14,0.06,2.45,5.0,4.83,3.49,1.34
57773.4999537037,-7.2076083105017466,-7.096910013008056,-7.105683937315561,-6.99,0.28,3.02,2.45,5.0,3.06,0.63
57836.4999537037,-6.679853713888946,-7.2076083105017466,-7.096910013008056,-6.96,0.27,3.71,3.02,2.45,3.29,0.37
57843.4999537037,-6.987162775294828,-6.679853713888946,-7.2076083105017466,-6.92,0.22,3.13,3.71,3.02,3.29,0.37
57850.4999537037,-7.0996328713435295,-6.987162775294828,-6.679853713888946,-7.0,0.09,3.03,3.13,3.71,2.95,0.24
57871.4999537037,-6.928117992693875,-7.0996328713435295,-6.987162775294828,-6.92,0.19,2.68,3.03,3.13,3.57,1.25
57885.4999537037,-6.718966632752273,-6.928117992693875,-7.0996328713435295,-6.93,0.21,5.0,2.68,3.03,3.32,1.47
57955.4999537037,-7.13430394008393,-6.718966632752273,-6.928117992693875,-7.02,0.26,2.29,5.0,2.68,3.52,1.37
57997.4999537037,-7.201349354554731,-7.13430394008393,-6.718966632752273,-7.18,0.04,3.26,2.29,5.0,2.75,0.49
58004.4999537037,-7.199970640755866,-7.201349354554731,-7.13430394008393,-7.22,0.04,2.7,3.26,2.29,2.89,0.32
58011.4999537037,-7.27083521030723,-7.199970640755866,-7.201349354554731,-7.25,0.04,2.72,2.7,3.26,2.48,0.39
58116.4999537037,-7.279840696594043,-7.27083521030723,-7.199970640755866,-7.2,0.13,2.03,2.72,2.7,3.25,1.55
58123.4999537037,-7.043831569524636,-7.279840696594043,-7.27083521030723,-7.14,0.13,5.0,2.03,2.72,3.38,1.5
58228.4999537037,-7.082494490447453,-7.043831569524636,-7.279840696594043,-7.1,0.07,3.1,5.0,2.03,3.67,1.15
58235.4999537037,-7.175223537524454,-7.082494490447453,-7.043831569524636,-7.16,0.07,2.92,3.1,5.0,2.91,0.2
58438.4999537037,-7.217527375833714,-7.175223537524454,-7.082494490447453,-7.01,0.33,2.7,2.92,3.1,3.07,0.47
58445.4999537037,-6.6252516539898965,-7.217527375833714,-7.175223537524454,-6.88,0.31,3.6,2.7,2.92,2.77,0.79
58473.4999537037,-6.782516055786093,-6.6252516539898965,-7.217527375833714,-6.8,0.19,2.02,3.6,2.7,3.54,1.49
58487.4999537037,-6.995678626217358,-6.782516055786093,-6.6252516539898965,-6.89,0.11,5.0,2.02,3.6,4.01,1.72
58515.4999537037,-6.87942606879415,-6.995678626217358,-6.782516055786093,-7.02,0.16,5.0,5.0,2.02,4.2,1.39
58613.4999537037,-7.196542884351586,-6.87942606879415,-6.995678626217358,-7.01,0.17,2.59,5.0,5.0,3.54,1.28
58627.4999537037,-6.950781977329818,-7.196542884351586,-6.87942606879415,-6.99,0.19,3.04,2.59,5.0,3.54,1.28
58767.4999537037,-6.818156412055227,-6.950781977329818,-7.196542884351586,-6.96,0.14,5.0,3.04,2.59,3.61,1.21
58774.4999537037,-7.099086932262331,-6.818156412055227,-6.950781977329818,-6.88,0.2,2.79,5.0,3.04,4.26,1.28
58788.4999537037,-6.718966632752273,-7.099086932262331,-6.818156412055227,-6.92,0.19,5.0,2.79,5.0,3.48,1.32
58879.4999537037,-6.939302159646388,-6.718966632752273,-7.099086932262331,-6.95,0.23,2.65,5.0,2.79,3.35,1.44
58886.4999537037,-7.1778319206319825,-6.939302159646388,-6.718966632752273,-7.02,0.13,2.39,2.65,5.0,2.46,0.16
58893.4999537037,-6.954677021213342,-7.1778319206319825,-6.939302159646388,-7.01,0.15,2.35,2.39,2.65,2.46,0.15
58900.4999537037,-6.903089986991944,-6.954677021213342,-7.1778319206319825,-6.96,0.06,2.63,2.35,2.39,2.4,0.21
58914.4999537037,-7.024108863598207,-6.903089986991944,-6.954677021213342,-7.02,0.12,2.22,2.63,2.35,2.46,0.21
58921.4999537037,-7.139063379299906,-7.024108863598207,-6.903089986991944,-7.11,0.08,2.52,2.22,2.63,2.29,0.2
59019.4999537037,-7.165579296318468,-7.139063379299906,-7.024108863598207,-7.11,0.07,2.14,2.52,2.22,2.74,0.74
59082.4999537037,-7.0301183562535,-7.165579296318468,-7.139063379299906,-7.1,0.07,3.57,2.14,2.52,2.68,0.78
59089.4999537037,-7.112945621949043,-7.0301183562535,-7.165579296318468,-7.08,0.04,2.32,3.57,2.14,2.75,0.71
59096.4999537037,-7.086716098239582,-7.112945621949043,-7.0301183562535,-7.13,0.05,2.37,2.32,3.57,2.31,0.07
59117.4999537037,-7.185752404268079,-7.086716098239582,-7.112945621949043,-7.14,0.05,2.23,2.37,2.32,2.47,0.3
59131.4999537037,-7.154281982033341,-7.185752404268079,-7.086716098239582,-7.01,0.27,2.8,2.23,2.37,2.55,0.29
59138.4999537037,-6.694648630553377,-7.154281982033341,-7.185752404268079,-6.94,0.23,2.63,2.8,2.23,2.64,0.16
59145.4999537037,-6.982966660701219,-6.694648630553377,-7.154281982033341,-6.97,0.27,2.49,2.63,2.8,2.25,0.54
59166.4999537037,-7.23210238398191,-6.982966660701219,-6.694648630553377,-7.11,0.12,1.63,2.49,2.63,2.02,0.44
59180.4999537037,-7.118615343229427,-7.23210238398191,-6.982966660701219,-7.21,0.08,1.94,1.63,2.49,1.81,0.16
59194.4999537037,-7.265200170411153,-7.118615343229427,-7.23210238398191,-7.19,0.07,1.85,1.94,1.63,2.01,0.2
59208.4999537037,-7.1771783546968955,-7.265200170411153,-7.118615343229427,-7.14,0.14,2.23,1.85,1.94,2.12,0.23
59229.4999537037,-6.987162775294828,-7.1771783546968955,-7.265200170411153,-7.03,0.14,2.27,2.23,1.85,2.16,0.15
59236.4999537037,-6.913640169325252,-6.987162775294828,-7.1771783546968955,-6.88,0.13,1.99,2.27,2.23,2.29,0.31
59243.4999537037,-6.730487055782084,-6.913640169325252,-6.987162775294828,-6.85,0.1,2.6,1.99,2.27,2.65,0.69
59250.4999537037,-6.896196279044043,-6.730487055782084,-6.913640169325252,-6.86,0.11,3.37,2.6,1.99,2.72,0.6
59264.4999537037,-6.939302159646388,-6.896196279044043,-6.730487055782084,-7.03,0.19,2.19,3.37,2.6,2.38,0.91
59271.4999537037,-7.243363891754152,-6.939302159646388,-6.896196279044043,-7.1,0.15,1.57,2.19,3.37,1.81,0.33
59278.4999537037,-7.102922996790579,-7.243363891754152,-6.939302159646388,-7.1,0.14,1.68,1.57,2.19,1.8,0.3
59285.4999537037,-6.966576244513051,-7.102922996790579,-7.243363891754152,-6.98,0.11,2.14,1.68,1.57,2.21,0.57
59299.4999537037,-6.876148359032914,-6.966576244513051,-7.102922996790579,-6.98,0.11,2.81,2.14,1.68,2.27,0.49
59313.4999537037,-7.0996328713435295,-6.876148359032914,-6.966576244513051,-6.91,0.18,1.86,2.81,2.14,2.22,0.52
59320.4999537037,-6.749579997691106,-7.0996328713435295,-6.876148359032914,-6.89,0.18,1.99,1.86,2.81,2.06,0.24
59341.4999537037,-6.8297382846050425,-6.749579997691106,-7.0996328713435295,-6.66,0.23,2.32,1.99,1.86,2.05,0.25
59348.4999537037,-6.391473966422806,-6.8297382846050425,-6.749579997691106,-6.55,0.25,1.84,2.32,1.99,2.12,0.25
59355.4999537037,-6.4179366370882915,-6.391473966422806,-6.8297382846050425,-6.47,0.11,2.2,1.84,2.32,1.95,0.22
59362.4999537037,-6.598599459218456,-6.4179366370882915,-6.391473966422806,-6.42,0.18,1.8,2.2,1.84,2.03,0.21
59369.4999537037,-6.232844133917819,-6.598599459218456,-6.4179366370882915,-6.57,0.33,2.08,1.8,2.2,1.94,0.14
59376.4999537037,-6.882728704344236,-6.232844133917819,-6.598599459218456,-6.7,0.41,1.95,2.08,1.8,2.05,0.09
59383.4999537037,-6.978810700930062,-6.882728704344236,-6.232844133917819,-7.0,0.13,2.13,1.95,2.08,1.92,0.23
59390.4999537037,-7.135488918941608,-6.978810700930062,-6.882728704344236,-7.04,0.09,1.68,2.13,1.95,2.11,0.43
59397.4999537037,-6.991399828238082,-7.135488918941608,-6.978810700930062,-7.04,0.08,2.53,1.68,2.13,2.56,0.9
59404.4999537037,-6.987162775294828,-6.991399828238082,-7.135488918941608,-7.05,0.1,3.47,2.53,1.68,2.87,0.52
59418.4999537037,-7.159266765388193,-6.987162775294828,-6.991399828238082,-7.02,0.13,2.6,3.47,2.53,2.87,0.52
59425.4999537037,-6.913640169325252,-7.159266765388193,-6.987162775294828,-7.01,0.13,2.55,2.6,3.47,2.57,0.03
