#MJD,index_lag_1,index_lag_2,index_lag_3,index_rolling_mean_3,index_rolling_std_3,flux_lag_1,flux_lag_2,flux_lag_3,flux_rolling_mean_3,flux_rolling_std_3
54931.49998842592,2.71,2.1,2.49,2.85,0.83,9.32e-08,1.85e-07,1.95e-07,0.0,0.0
54938.49998842592,3.75,2.71,2.1,3.07,0.59,1.49e-07,9.32e-08,1.85e-07,0.0,0.0
55078.49998842592,2.74,3.75,2.71,3.22,0.51,5.69e-08,1.49e-07,9.32e-08,0.0,0.0
55085.49998842592,3.16,2.74,3.75,2.78,0.36,1.23e-07,5.69e-08,1.49e-07,0.0,0.0
55106.49998842592,2.45,3.16,2.74,2.74,0.37,7.01e-08,1.23e-07,5.69e-08,0.0,0.0
55113.49998842592,2.62,2.45,3.16,2.72,0.33,9e-08,7.01e-08,1.23e-07,0.0,0.0
55134.49998842592,3.08,2.62,2.45,2.67,0.38,1.43e-07,9e-08,7.01e-08,0.0,0.0
55148.49998842592,2.32,3.08,2.62,2.47,0.55,1.23e-07,1.43e-07,9e-08,0.0,0.0
55155.49998842592,2.0,2.32,3.08,2.74,1.02,1.03e-07,1.23e-07,1.43e-07,0.0,0.0
55183.49998842592,3.91,2.0,2.32,2.9,0.96,8.56e-08,1.03e-07,1.23e-07,0.0,0.0
55232.49998842592,2.78,3.91,2.0,3.1,0.71,8.51e-08,8.56e-08,1.03e-07,0.0,0.0
55246.49998842592,2.6,2.78,3.91,3.46,1.34,5.97e-08,8.51e-08,8.56e-08,0.0,0.0
55344.49998842592,5.0,2.6,2.78,3.85,1.2,7.13e-08,5.97e-08,8.51e-08,0.0,0.0
55372.49998842592,3.94,5.0,2.6,3.96,1.04,1.17e-07,7.13e-08,5.97e-08,0.0,0.0
55386.49998842592,2.93,3.94,5.0,3.55,0.55,7.53e-08,1.17e-07,7.13e-08,0.0,0.0
55393.49998842592,3.79,2.93,3.94,3.05,0.69,1.18e-07,7.53e-08,1.17e-07,0.0,0.0
55421.49998842592,2.42,3.79,2.93,2.94,0.74,6.04e-08,1.18e-07,7.53e-08,0.0,0.0
55428.49998842592,2.61,2.42,3.79,2.51,0.1,7.52e-08,6.04e-08,1.18e-07,0.0,0.0
55449.49998842592,2.49,2.61,2.42,2.35,0.35,8.58e-08,7.52e-08,6.04e-08,0.0,0.0
55456.49998842592,1.95,2.49,2.61,2.17,0.29,5.76e-08,8.58e-08,7.52e-08,0.0,0.0
55463.49998842592,2.06,1.95,2.49,1.95,0.11,2.49e-07,5.76e-08,8.58e-08,0.0,0.0
55470.49998842592,1.84,2.06,1.95,2.0,0.14,5.11e-07,2.49e-07,5.76e-08,0.0,0.0
55477.49998842592,2.1,1.84,2.06,2.15,0.34,1.27e-07,5.11e-07,2.49e-07,0.0,0.0
55491.49998842592,2.51,2.1,1.84,2.63,0.6,1.5e-07,1.27e-07,5.11e-07,0.0,0.0
55547.49998842592,3.29,2.51,2.1,3.21,0.67,1.42e-07,1.5e-07,1.27e-07,0.0,0.0
55589.49998842592,3.84,3.29,2.51,3.24,0.63,1.48e-07,1.42e-07,1.5e-07,0.0,0.0
55673.49998842592,2.59,3.84,3.29,3.12,0.65,6.59e-08,1.48e-07,1.42e-07,0.0,0.0
55813.49998842592,2.93,2.59,3.84,2.91,0.31,6.02e-08,6.59e-08,1.48e-07,0.0,0.0
55855.49998842592,3.21,2.93,2.59,3.09,0.14,1.67e-07,6.02e-08,6.59e-08,0.0,0.0
55883.49998842592,3.12,3.21,2.93,3.32,0.27,1.6e-07,1.67e-07,6.02e-08,0.0,0.0
55911.49998842592,3.62,3.12,3.21,3.03,0.64,9.23e-08,1.6e-07,1.67e-07,0.0,0.0
55918.49998842592,2.35,3.62,3.12,2.88,0.66,6.76e-08,9.23e-08,1.6e-07,0.0,0.0
55925.49998842592,2.68,2.35,3.62,2.28,0.44,2.5e-07,6.76e-08,9.23e-08,0.0,0.0
55932.49998842592,1.81,2.68,2.35,2.35,0.47,7.3e-08,2.5e-07,6.76e-08,0.0,0.0
55960.49998842592,2.55,1.81,2.68,2.08,0.41,6.91e-08,7.3e-08,2.5e-07,0.0,0.0
55974.49998842592,1.88,2.55,1.81,2.4,0.46,1.35e-07,6.91e-08,7.3e-08,0.0,0.0
55981.49998842592,2.77,1.88,2.55,2.65,0.71,1.08e-07,1.35e-07,6.91e-08,0.0,0.0
55988.49998842592,3.29,2.77,1.88,2.9,0.35,1.1e-07,1.08e-07,1.35e-07,0.0,0.0
55995.49998842592,2.63,3.29,2.77,2.87,0.36,1.8e-07,1.1e-07,1.08e-07,0.0,0.0
56009.49998842592,2.7,2.63,3.29,2.68,0.04,6.24e-08,1.8e-07,1.1e-07,0.0,0.0
56016.49998842592,2.71,2.7,2.63,2.46,0.42,1.15e-07,6.24e-08,1.8e-07,0.0,0.0
56030.49998842592,1.97,2.71,2.7,2.26,0.39,5.3e-08,1.15e-07,6.24e-08,0.0,0.0
56044.49998842592,2.11,1.97,2.71,2.23,0.34,8.49e-08,5.3e-08,1.15e-07,0.0,0.0
56051.49998842592,2.61,2.11,1.97,2.42,0.27,8.17e-08,8.49e-08,5.3e-08,0.0,0.0
56058.49998842592,2.55,2.61,2.11,2.79,0.37,8.13e-08,8.17e-08,8.49e-08,0.0,0.0
56072.49998842592,3.22,2.55,2.61,3.07,0.47,7.75e-08,8.13e-08,8.17e-08,0.0,0.0
56079.49998842592,3.45,3.22,2.55,2.86,0.84,1.66e-07,7.75e-08,8.13e-08,0.0,0.0
56100.49998842592,1.9,3.45,3.22,2.58,0.79,5.46e-08,1.66e-07,7.75e-08,0.0,0.0
56121.499976851854,2.4,1.9,3.45,2.98,1.46,5.64e-08,5.46e-08,1.66e-07,0.0,0.0
56226.499976851854,4.65,2.4,1.9,3.44,1.13,1.5e-07,5.64e-08,5.46e-08,0.0,0.0
56352.499976851854,3.27,4.65,2.4,3.43,1.15,1.1e-07,1.5e-07,5.64e-08,0.0,0.0
56359.499976851854,2.37,3.27,4.65,2.68,0.51,9.92e-08,1.1e-07,1.5e-07,0.0,0.0
56373.499976851854,2.39,2.37,3.27,2.5,0.21,1.34e-07,9.92e-08,1.1e-07,0.0,0.0
56380.499976851854,2.75,2.39,2.37,2.58,0.18,8.24e-08,1.34e-07,9.92e-08,0.0,0.0
56415.499976851854,2.6,2.75,2.39,2.56,0.21,8.78e-08,8.24e-08,1.34e-07,0.0,0.0
56429.499976851854,2.33,2.6,2.75,2.55,0.2,8.17e-08,8.78e-08,8.24e-08,0.0,0.0
56471.499976851854,2.72,2.33,2.6,2.59,0.23,1.24e-07,8.17e-08,8.78e-08,0.0,0.0
56478.499976851854,2.73,2.72,2.33,2.56,0.29,7.82e-08,1.24e-07,8.17e-08,0.0,0.0
56492.499976851854,2.23,2.73,2.72,2.65,0.38,5.14e-08,7.82e-08,1.24e-07,0.0,0.0
56506.499976851854,2.98,2.23,2.73,2.6,0.38,9.68e-08,5.14e-08,7.82e-08,0.0,0.0
56513.499976851854,2.59,2.98,2.23,2.7,0.24,9.26e-08,9.68e-08,5.14e-08,0.0,0.0
56520.499976851854,2.53,2.59,2.98,3.03,0.82,8.93e-08,9.26e-08,9.68e-08,0.0,0.0
56527.499976851854,3.98,2.53,2.59,2.93,0.91,1.24e-07,8.93e-08,9.26e-08,0.0,0.0
56541.499976851854,2.29,3.98,2.53,3.03,0.87,5.12e-08,1.24e-07,8.93e-08,0.0,0.0
56562.499976851854,2.81,2.29,3.98,2.62,0.29,7.14e-08,5.12e-08,1.24e-07,0.0,0.0
56653.499976851854,2.76,2.81,2.29,3.24,0.78,9.08e-08,7.14e-08,5.12e-08,0.0,0.0
56674.499976851854,4.14,2.76,2.81,3.34,0.71,2.2e-07,9.08e-08,7.14e-08,0.0,0.0
56709.499976851854,3.13,4.14,2.76,3.99,0.8,1.19e-07,2.2e-07,9.08e-08,0.0,0.0
56716.499976851854,4.71,3.13,4.14,3.59,0.98,1.45e-07,1.19e-07,2.2e-07,0.0,0.0
56723.499976851854,2.93,4.71,3.13,3.97,0.93,1.53e-07,1.45e-07,1.19e-07,0.0,0.0
56737.499976851854,4.26,2.93,4.71,3.34,0.8,1.34e-07,1.53e-07,1.45e-07,0.0,0.0
56975.499976851854,2.84,4.26,2.93,3.24,0.89,5.98e-08,1.34e-07,1.53e-07,0.0,0.0
56982.499976851854,2.63,2.84,4.26,2.64,0.19,8.42e-08,5.98e-08,1.34e-07,0.0,0.0
57017.499976851854,2.46,2.63,2.84,3.36,1.42,8.67e-08,8.42e-08,5.98e-08,0.0,0.0
57059.499976851854,5.0,2.46,2.63,3.54,1.31,9.94e-08,8.67e-08,8.42e-08,0.0,0.0
57066.499976851854,3.15,5.0,2.46,4.07,0.93,8.39e-08,9.94e-08,8.67e-08,0.0,0.0
57073.499976851854,4.05,3.15,5.0,3.45,0.52,8.15e-08,8.39e-08,9.94e-08,0.0,0.0
57108.499976851854,3.14,4.05,3.15,3.04,1.07,1.03e-07,8.15e-08,8.39e-08,0.0,0.0
57115.499976851854,1.92,3.14,4.05,2.35,0.69,9.85e-08,1.03e-07,8.15e-08,0.0,0.0
57178.499976851854,1.98,1.92,3.14,2.32,0.64,6.49e-08,9.85e-08,1.03e-07,0.0,0.0
57192.499976851854,3.06,1.98,1.92,2.58,0.55,7.47e-08,6.49e-08,9.85e-08,0.0,0.0
57199.499976851854,2.7,3.06,1.98,2.71,0.35,7.22e-08,7.47e-08,6.49e-08,0.0,0.0
57206.49996527778,2.36,2.7,3.06,2.6,0.21,8.11e-08,7.22e-08,7.47e-08,0.0,0.0
57213.49996527778,2.74,2.36,2.7,2.47,0.24,1.95e-07,8.11e-08,7.22e-08,0.0,0.0
57220.49996527778,2.31,2.74,2.36,2.39,0.32,1.44e-07,1.95e-07,8.11e-08,0.0,0.0
57227.49996527778,2.12,2.31,2.74,2.21,0.1,1.44e-07,1.44e-07,1.95e-07,0.0,0.0
57234.49996527778,2.21,2.12,2.31,2.38,0.38,2.24e-07,1.44e-07,1.44e-07,0.0,0.0
57241.49996527778,2.81,2.21,2.12,2.54,0.31,1.29e-07,2.24e-07,1.44e-07,0.0,0.0
57248.49996527778,2.61,2.81,2.21,2.56,0.27,1.45e-07,1.29e-07,2.24e-07,0.0,0.0
57255.49996527778,2.27,2.61,2.81,2.41,0.18,1.82e-07,1.45e-07,1.29e-07,0.0,0.0
57262.49996527778,2.36,2.27,2.61,2.37,0.11,1.6e-07,1.82e-07,1.45e-07,0.0,0.0
57269.49996527778,2.49,2.36,2.27,2.28,0.26,1.56e-07,1.6e-07,1.82e-07,0.0,0.0
57276.49996527778,1.99,2.49,2.36,2.31,0.28,1.17e-07,1.56e-07,1.6e-07,0.0,0.0
57283.49996527778,2.45,1.99,2.49,2.19,0.23,8.69e-08,1.17e-07,1.56e-07,0.0,0.0
57311.49996527778,2.14,2.45,1.99,3.2,1.57,5.77e-08,8.69e-08,1.17e-07,0.0,0.0
57318.49996527778,5.0,2.14,2.45,3.22,1.56,9.12e-08,5.77e-08,8.69e-08,0.0,0.0
57339.49996527778,2.51,5.0,2.14,3.41,1.38,5.42e-08,9.12e-08,5.77e-08,0.0,0.0
57360.49996527778,2.73,2.51,5.0,2.54,0.18,1.77e-07,5.42e-08,9.12e-08,0.0,0.0
57367.49996527778,2.37,2.73,2.51,2.44,0.27,1.73e-07,1.77e-07,5.42e-08,0.0,0.0
57374.49996527778,2.21,2.37,2.73,2.24,0.12,1.24e-07,1.73e-07,1.77e-07,0.0,0.0
57381.49996527778,2.13,2.21,2.37,2.07,0.18,1.1e-07,1.24e-07,1.73e-07,0.0,0.0
57388.49996527778,1.87,2.13,2.21,2.05,0.15,2.47e-07,1.1e-07,1.24e-07,0.0,0.0
57395.49996527778,2.14,1.87,2.13,1.99,0.14,2.86e-07,2.47e-07,1.1e-07,0.0,0.0
57402.49996527778,1.95,2.14,1.87,1.98,0.14,6.14e-07,2.86e-07,2.47e-07,0.0,0.0
57409.49996527778,1.86,1.95,2.14,1.89,0.06,6.59e-07,6.14e-07,2.86e-07,0.0,0.0
57416.49996527778,1.85,1.86,1.95,1.97,0.19,3.59e-07,6.59e-07,6.14e-07,0.0,0.0
57423.49996527778,2.19,1.85,1.86,2.13,0.26,1.58e-07,3.59e-07,6.59e-07,0.0,0.0
57430.49996527778,2.35,2.19,1.85,2.39,0.22,2.08e-07,1.58e-07,3.59e-07,0.0,0.0
57437.49996527778,2.62,2.35,2.19,2.53,0.16,1.71e-07,2.08e-07,1.58e-07,0.0,0.0
57444.49996527778,2.62,2.62,2.35,2.64,0.03,1.6e-07,1.71e-07,2.08e-07,0.0,0.0
57451.49996527778,2.68,2.62,2.62,2.7,0.1,1.42e-07,1.6e-07,1.71e-07,0.0,0.0
57465.49996527778,2.81,2.68,2.62,3.05,0.53,1.09e-07,1.42e-07,1.6e-07,0.0,0.0
57472.49996527778,3.65,2.81,2.68,3.21,0.42,2.17e-07,1.09e-07,1.42e-07,0.0,0.0
57486.49996527778,3.17,3.65,2.81,3.32,0.29,6.74e-08,2.17e-07,1.09e-07,0.0,0.0
57493.49996527778,3.13,3.17,3.65,2.91,0.42,6.54e-08,6.74e-08,2.17e-07,0.0,0.0
57514.49996527778,2.43,3.13,3.17,2.47,0.64,9.49e-08,6.54e-08,6.74e-08,0.0,0.0
57521.49996527778,1.85,2.43,3.13,2.18,0.3,5.63e-08,9.49e-08,6.54e-08,0.0,0.0
57528.49996527778,2.26,1.85,2.43,2.13,0.24,1.95e-07,5.63e-08,9.49e-08,0.0,0.0
57535.49996527778,2.27,2.26,1.85,2.41,0.25,2.31e-07,1.95e-07,5.63e-08,0.0,0.0
57542.49996527778,2.7,2.27,2.26,2.44,0.23,1.15e-07,2.31e-07,1.95e-07,0.0,0.0
57549.49996527778,2.35,2.7,2.27,2.55,0.18,1.2e-07,1.15e-07,2.31e-07,0.0,0.0
57563.49996527778,2.61,2.35,2.7,2.5,0.14,9.45e-08,1.2e-07,1.15e-07,0.0,0.0
57570.49996527778,2.55,2.61,2.35,2.52,0.11,1.76e-07,9.45e-08,1.2e-07,0.0,0.0
57584.49996527778,2.4,2.55,2.61,2.55,0.15,9.39e-08,1.76e-07,9.45e-08,0.0,0.0
57619.49996527778,2.7,2.4,2.55,3.31,1.32,5.21e-08,9.39e-08,1.76e-07,0.0,0.0
57640.49996527778,4.83,2.7,2.4,4.18,1.28,2.41e-07,5.21e-08,9.39e-08,0.0,0.0
57654.49996527778,5.0,4.83,2.7,4.09,1.43,7.84e-08,2.41e-07,5.21e-08,0.0,0.0
57745.49996527778,2.45,5.0,4.83,3.49,1.34,8e-08,7.84e-08,2.41e-07,0.0,0.0
57773.4999537037,3.02,2.45,5.0,3.06,0.63,6.2e-08,8e-08,7.84e-08,0.0,0.0
57836.4999537037,3.71,3.02,2.45,3.29,0.37,2.09e-07,6.2e-08,8e-08,0.0,0.0
57843.4999537037,3.13,3.71,3.02,3.29,0.37,1.03e-07,2.09e-07,6.2e-08,0.0,0.0
57850.4999537037,3.03,3.13,3.71,2.95,0.24,7.95e-08,1.03e-07,2.09e-07,0.0,0.0
57871.4999537037,2.68,3.03,3.13,3.57,1.25,1.18e-07,7.95e-08,1.03e-07,0.0,0.0
57885.4999537037,5.0,2.68,3.03,3.32,1.47,1.91e-07,1.18e-07,7.95e-08,0.0,0.0
57955.4999537037,2.29,5.0,2.68,3.52,1.37,7.34e-08,1.91e-07,1.18e-07,0.0,0.0
57997.4999537037,3.26,2.29,5.0,2.75,0.49,6.29e-08,7.34e-08,1.91e-07,0.0,0.0
58004.4999537037,2.7,3.26,2.29,2.89,0.32,6.31e-08,6.29e-08,7.34e-08,0.0,0.0
58011.4999537037,2.72,2.7,3.26,2.48,0.39,5.36e-08,6.31e-08,6.29e-08,0.0,0.0
58116.4999537037,2.03,2.72,2.7,3.25,1.55,5.25e-08,5.36e-08,6.31e-08,0.0,0.0
58123.4999537037,5.0,2.03,2.72,3.38,1.5,9.04e-08,5.25e-08,5.36e-08,0.0,0.0
58228.4999537037,3.1,5.0,2.03,3.67,1.15,8.27e-08,9.04e-08,5.25e-08,0.0,0.0
58235.4999537037,2.92,3.1,5.0,2.91,0.2,6.68e-08,8.27e-08,9.04e-08,0.0,0.0
58438.4999537037,2.7,2.92,3.1,3.07,0.47,6.06e-08,6.68e-08,8.27e-08,0.0,0.0
58445.4999537037,3.6,2.7,2.92,2.77,0.79,2.37e-07,6.06e-08,6.68e-08,0.0,0.0
58473.4999537037,2.02,3.6,2.7,3.54,1.49,1.65e-07,2.37e-07,6.06e-08,0.0,0.0
58487.4999537037,5.0,2.02,3.6,4.01,1.72,1.01e-07,1.65e-07,2.37e-07,0.0,0.0
58515.4999537037,5.0,5.0,2.02,4.2,1.39,1.32e-07,1.01e-07,1.65e-07,0.0,0.0
58613.4999537037,2.59,5.0,5.0,3.54,1.28,6.36e-08,1.32e-07,1.01e-07,0.0,0.0
58627.4999537037,3.04,2.59,5.0,3.54,1.28,1.12e-07,6.36e-08,1.32e-07,0.0,0.0
58767.4999537037,5.0,3.04,2.59,3.61,1.21,1.52e-07,1.12e-07,6.36e-08,0.0,0.0
58774.4999537037,2.79,5.0,3.04,4.26,1.28,7.96e-08,1.52e-07,1.12e-07,0.0,0.0
58788.4999537037,5.0,2.79,5.0,3.48,1.32,1.91e-07,7.96e-08,1.52e-07,0.0,0.0
58879.4999537037,2.65,5.0,2.79,3.35,1.44,1.15e-07,1.91e-07,7.96e-08,0.0,0.0
58886.4999537037,2.39,2.65,5.0,2.46,0.16,6.64e-08,1.15e-07,1.91e-07,0.0,0.0
58893.4999537037,2.35,2.39,2.65,2.46,0.15,1.11e-07,6.64e-08,1.15e-07,0.0,0.0
58900.4999537037,2.63,2.35,2.39,2.4,0.21,1.25e-07,1.11e-07,6.64e-08,0.0,0.0
58914.4999537037,2.22,2.63,2.35,2.46,0.21,9.46e-08,1.25e-07,1.11e-07,0.0,0.0
58921.4999537037,2.52,2.22,2.63,2.29,0.2,7.26e-08,9.46e-08,1.25e-07,0.0,0.0
59019.4999537037,2.14,2.52,2.22,2.74,0.74,6.83e-08,7.26e-08,9.46e-08,0.0,0.0
59082.4999537037,3.57,2.14,2.52,2.68,0.78,9.33e-08,6.83e-08,7.26e-08,0.0,0.0
59089.4999537037,2.32,3.57,2.14,2.75,0.71,7.71e-08,9.33e-08,6.83e-08,0.0,0.0
59096.4999537037,2.37,2.32,3.57,2.31,0.07,8.19e-08,7.71e-08,9.33e-08,0.0,0.0
59117.4999537037,2.23,2.37,2.32,2.47,0.3,6.52e-08,8.19e-08,7.71e-08,0.0,0.0
59131.4999537037,2.8,2.23,2.37,2.55,0.29,7.01e-08,6.52e-08,8.19e-08,0.0,0.0
59138.4999537037,2.63,2.8,2.23,2.64,0.16,2.02e-07,7.01e-08,6.52e-08,0.0,0.0
59145.4999537037,2.49,2.63,2.8,2.25,0.54,1.04e-07,2.02e-07,7.01e-08,0.0,0.0
59166.4999537037,1.63,2.49,2.63,2.02,0.44,5.86e-08,1.04e-07,2.02e-07,0.0,0.0
59180.4999537037,1.94,1.63,2.49,1.81,0.16,7.61e-08,5.86e-08,1.04e-07,0.0,0.0
59194.4999537037,1.85,1.94,1.63,2.01,0.2,5.43e-08,7.61e-08,5.86e-08,0.0,0.0
59208.4999537037,2.23,1.85,1.94,2.12,0.23,6.65e-08,5.43e-08,7.61e-08,0.0,0.0
59229.4999537037,2.27,2.23,1.85,2.16,0.15,1.03e-07,6.65e-08,5.43e-08,0.0,0.0
59236.4999537037,1.99,2.27,2.23,2.29,0.31,1.22e-07,1.03e-07,6.65e-08,0.0,0.0
59243.4999537037,2.6,1.99,2.27,2.65,0.69,1.86e-07,1.22e-07,1.03e-07,0.0,0.0
59250.4999537037,3.37,2.6,1.99,2.72,0.6,1.27e-07,1.86e-07,1.22e-07,0.0,0.0
59264.4999537037,2.19,3.37,2.6,2.38,0.91,1.15e-07,1.27e-07,1.86e-07,0.0,0.0
59271.4999537037,1.57,2.19,3.37,1.81,0.33,5.71e-08,1.15e-07,1.27e-07,0.0,0.0
59278.4999537037,1.68,1.57,2.19,1.8,0.3,7.89e-08,5.71e-08,1.15e-07,0.0,0.0
59285.4999537037,2.14,1.68,1.57,2.21,0.57,1.08e-07,7.89e-08,5.71e-08,0.0,0.0
59299.4999537037,2.81,2.14,1.68,2.27,0.49,1.33e-07,1.08e-07,7.89e-08,0.0,0.0
59313.4999537037,1.86,2.81,2.14,2.22,0.52,7.95e-08,1.33e-07,1.08e-07,0.0,0.0
59320.4999537037,1.99,1.86,2.81,2.06,0.24,1.78e-07,7.95e-08,1.33e-07,0.0,0.0
59341.4999537037,2.32,1.99,1.86,2.05,0.25,1.48e-07,1.78e-07,7.95e-08,0.0,0.0
59348.4999537037,1.84,2.32,1.99,2.12,0.25,4.06e-07,1.48e-07,1.78e-07,0.0,0.0
59355.4999537037,2.2,1.84,2.32,1.95,0.22,3.82e-07,4.06e-07,1.48e-07,0.0,0.0
59362.4999537037,1.8,2.2,1.84,2.03,0.21,2.52e-07,3.82e-07,4.06e-07,0.0,0.0
59369.4999537037,2.08,1.8,2.2,1.94,0.14,5.85e-07,2.52e-07,3.82e-07,0.0,0.0
59376.4999537037,1.95,2.08,1.8,2.05,0.09,1.31e-07,5.85e-07,2.52e-07,0.0,0.0
59383.4999537037,2.13,1.95,2.08,1.92,0.23,1.05e-07,1.31e-07,5.85e-07,0.0,0.0
59390.4999537037,1.68,2.13,1.95,2.11,0.43,7.32e-08,1.05e-07,1.31e-07,0.0,0.0
59397.4999537037,2.53,1.68,2.13,2.56,0.9,1.02e-07,7.32e-08,1.05e-07,0.0,0.0
59404.4999537037,3.47,2.53,1.68,2.87,0.52,1.03e-07,1.02e-07,7.32e-08,0.0,0.0
59418.4999537037,2.6,3.47,2.53,2.87,0.52,6.93e-08,1.03e-07,1.02e-07,0.0,0.0
59425.4999537037,2.55,2.6,3.47,2.57,0.03,1.22e-07,6.93e-08,1.03e-07,0.0,0.0
59537.4999537037,2.55,2.55,2.6,2.49,0.1,1.14e-07,1.22e-07,6.93e-08,0.0,0.0
59579.4999537037,2.38,2.55,2.55,2.51,0.12,7.85e-08,1.14e-07,1.22e-07,0.0,0.0
59586.4999537037,2.6,2.38,2.55,2.38,0.22,7.65e-08,7.85e-08,1.14e-07,0.0,0.0
59593.4999537037,2.16,2.6,2.38,2.42,0.23,6.16e-08,7.65e-08,7.85e-08,0.0,0.0
59600.4999537037,2.5,2.16,2.6,2.24,0.23,6.31e-08,6.16e-08,7.65e-08,0.0,0.0
59656.4999537037,2.06,2.5,2.16,2.28,0.22,6.99e-08,6.31e-08,6.16e-08,0.0,0.0
59663.4999537037,2.28,2.06,2.5,2.26,0.2,1.43e-07,6.99e-08,6.31e-08,0.0,0.0
59670.4999537037,2.45,2.28,2.06,2.44,0.16,1.63e-07,1.43e-07,6.99e-08,0.0,0.0
59684.4999537037,2.59,2.45,2.28,2.41,0.21,1.35e-07,1.63e-07,1.43e-07,0.0,0.0
59740.4999537037,2.18,2.59,2.45,2.31,0.24,1.54e-07,1.35e-07,1.63e-07,0.0,0.0
59754.4999537037,2.16,2.18,2.59,3.11,1.63,1.24e-07,1.54e-07,1.35e-07,0.0,0.0
59775.4999537037,5.0,2.16,2.18,3.32,1.49,7.74e-08,1.24e-07,1.54e-07,0.0,0.0
59782.4999537037,2.81,5.0,2.16,3.2,1.64,8.81e-08,7.74e-08,1.24e-07,0.0,0.0
59803.4999537037,1.78,2.81,5.0,2.22,0.53,5.66e-08,8.81e-08,7.74e-08,0.0,0.0
59824.4999537037,2.08,1.78,2.81,2.01,0.2,6.54e-08,5.66e-08,8.81e-08,0.0,0.0
59838.4999537037,2.17,2.08,1.78,2.11,0.06,7.38e-08,6.54e-08,5.66e-08,0.0,0.0
59845.4999537037,2.07,2.17,2.08,2.32,0.36,1.41e-07,7.38e-08,6.54e-08,0.0,0.0
59880.4999537037,2.73,2.07,2.17,2.49,0.36,1.19e-07,1.41e-07,7.38e-08,0.0,0.0
59915.4999537037,2.66,2.73,2.07,2.57,0.22,9.99e-08,1.19e-07,1.41e-07,0.0,0.0
59922.4999537037,2.32,2.66,2.73,2.54,0.19,5.91e-08,9.99e-08,1.19e-07,0.0,0.0
59950.4999537037,2.65,2.32,2.66,2.66,0.35,5.73e-08,5.91e-08,9.99e-08,0.0,0.0
59964.4999537037,3.01,2.65,2.32,3.55,1.27,8.54e-08,5.73e-08,5.91e-08,0.0,0.0
59992.4999537037,5.0,3.01,2.65,3.39,1.46,6.95e-08,8.54e-08,5.73e-08,0.0,0.0
60083.4999537037,2.16,5.0,3.01,4.05,1.64,5.73e-08,6.95e-08,8.54e-08,0.0,0.0
60125.4999537037,5.0,2.16,5.0,3.37,1.47,1.1e-07,5.73e-08,6.95e-08,0.0,0.0
60132.4999537037,2.94,5.0,2.16,3.52,1.29,8e-08,1.1e-07,5.73e-08,0.0,0.0
60139.4999537037,2.63,2.94,5.0,2.6,0.36,6.64e-08,8e-08,1.1e-07,0.0,0.0
60146.4999537037,2.22,2.63,2.94,2.67,0.47,6.82e-08,6.64e-08,8e-08,0.0,0.0
